Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	Methylations	Demethylations	BirthRate	MigrationRate	OriginTime	Descendants
0	18	626	0	0	0	1	0	4	1.000000	0.000000	32.052349	4560
0	537	640	0	0	0	1	4	5	1.000000	0.000000	32.343201	707
0	527	612	0	0	0	1	3	6	1.000000	0.000000	31.670668	1180
0	18	627	0	0	0	1	0	4	1.000000	0.000000	32.052349	2403
0	644	713	0	0	0	1	1	5	1.000000	0.000000	33.433323	1606
0	311	727	0	0	0	1	4	2	1.000000	0.000000	33.596439	2348
0	442	830	0	0	0	1	6	2	1.000000	0.000000	35.195747	2797
0	468	861	0	0	0	1	7	2	1.000000	0.000000	35.555073	6860
0	415	707	0	0	0	1	3	4	1.000000	0.000000	33.372410	4558
0	637	675	0	0	0	1	4	4	1.000000	0.000000	32.948772	5406
0	18	687	0	0	0	1	0	4	1.000000	0.000000	33.073147	126
0	637	1028	0	0	0	1	4	4	1.000000	0.000000	37.228848	886
0	561	839	0	0	0	1	7	2	1.000000	0.000000	35.321712	979
0	720	742	0	0	0	1	6	5	1.000000	0.000000	33.881237	1082
0	448	720	0	0	0	1	6	4	1.000000	0.000000	33.522568	1082
0	644	811	0	0	0	1	1	5	1.000000	0.000000	34.896564	2954
0	742	858	0	0	0	1	6	6	1.000000	0.000000	35.527790	1082
0	18	936	0	0	0	1	0	4	1.000000	0.000000	36.388477	359
0	568	744	0	0	0	1	3	2	1.000000	0.000000	33.881477	1338
0	199	762	0	0	0	1	2	2	1.000000	0.000000	34.185490	3881
0	468	763	0	0	0	1	6	3	1.000000	0.000000	34.208424	189
0	830	867	0	0	0	1	6	3	1.000000	0.000000	35.657543	2797
0	565	798	0	0	0	1	4	1	1.000000	0.000000	34.648777	88
0	452	851	0	0	0	1	6	2	1.000000	0.000000	35.435158	825
0	428	787	0	0	0	1	8	0	1.000000	0.000000	34.514565	7963
0	475	803	0	0	0	1	8	1	1.000000	0.000000	34.737152	4170
0	803	834	0	0	0	1	8	2	1.000000	0.000000	35.237366	4170
0	1283	1973	0	0	0	1	5	5	1.000000	0.000000	44.417641	1617
0	787	889	0	0	0	1	9	0	1.000000	0.000000	35.897785	7963
0	641	872	0	0	0	1	7	2	1.000000	0.000000	35.689720	189
0	612	1020	0	0	0	1	4	6	1.000000	0.000000	37.181648	1041
0	958	1037	0	0	0	1	5	3	1.000000	0.000000	37.333672	577
0	872	890	0	0	0	1	8	3	1.000000	0.000000	35.909184	189
0	241	1110	0	0	0	1	2	3	1.000000	0.000000	38.011642	1371
0	763	910	0	0	0	1	6	4	1.000000	0.000000	36.053814	189
0	586	975	0	0	0	1	1	5	1.000000	0.000000	36.791798	1510
0	1300	1353	0	0	0	1	2	4	1.000000	0.000000	40.242035	154
0	834	1324	0	0	0	1	9	2	1.000000	0.000000	40.011879	1151
0	18	1163	0	0	0	1	1	3	1.000000	0.000000	38.511314	1031
0	241	941	0	0	0	1	2	3	1.000000	0.000000	36.423080	2898
0	627	954	0	0	0	1	2	4	1.000000	0.000000	36.587139	2403
0	727	958	0	0	0	1	4	3	1.000000	0.000000	36.599014	577
0	639	1017	0	0	0	1	4	6	1.000000	0.000000	37.157360	1147
0	975	1024	0	0	0	1	2	5	1.000000	0.000000	37.208782	1510
0	612	990	0	0	0	1	4	6	1.000000	0.000000	36.908634	139
0	637	1027	0	0	0	1	3	5	1.000000	0.000000	37.228848	474
0	889	1010	0	0	0	1	10	0	1.000000	0.000000	37.089684	7963
0	838	1051	0	0	0	1	5	4	1.000000	0.000000	37.452587	2223
0	381	1052	0	0	0	1	0	4	1.000000	0.000000	37.452644	3004
0	3207	3734	0	0	0	1	5	4	1.000000	0.000000	50.817837	2834
0	954	1560	0	0	0	1	3	4	1.000000	0.000000	41.847115	1166
0	861	1211	0	0	0	1	7	3	1.000000	0.000000	38.936569	6860
0	1196	1270	0	0	0	1	2	4	1.000000	0.000000	39.454556	1627
0	428	1140	0	0	0	1	7	1	1.000000	0.000000	38.332500	4026
0	67	1097	0	0	0	1	2	1	1.000000	0.000000	37.896446	4016
0	713	1328	0	0	0	1	1	6	1.000000	0.000000	40.051853	1606
0	1110	1228	0	0	0	1	2	4	1.000000	0.000000	39.133034	1371
0	18	1196	0	0	0	1	1	3	1.000000	0.000000	38.733246	1627
0	744	1245	0	0	0	1	3	3	1.000000	0.000000	39.247917	1338
0	1242	1800	0	0	0	1	8	4	1.000000	0.000000	43.460331	392
0	468	1593	0	0	0	1	6	3	1.000000	0.000000	42.114998	231
0	241	1300	0	0	0	1	2	3	1.000000	0.000000	39.800705	154
0	252	1157	0	0	0	1	1	4	1.000000	0.000000	38.477016	6567
0	851	1233	0	0	0	1	7	2	1.000000	0.000000	39.178295	776
0	241	1316	0	0	0	1	2	3	1.000000	0.000000	39.964203	247
0	1283	1641	0	0	0	1	5	5	1.000000	0.000000	42.416382	3789
0	1211	1242	0	0	0	1	8	3	1.000000	0.000000	39.223526	6860
0	707	1368	0	0	0	1	4	4	1.000000	0.000000	40.394123	4558
0	18	1685	0	0	0	1	0	4	1.000000	0.000000	42.746349	133
0	1695	2438	0	0	0	1	3	3	1.000000	0.000000	46.635014	2297
0	218	1390	0	0	0	1	3	2	1.000000	0.000000	40.596848	190
0	727	1317	0	0	0	1	4	3	1.000000	0.000000	39.983036	1771
0	1811	1840	0	0	0	1	9	3	1.000000	0.000000	43.748287	15
0	811	1470	0	0	0	1	1	6	1.000000	0.000000	41.201015	1068
0	1536	2097	0	0	0	1	12	1	1.000000	0.000000	44.985298	1799
0	241	1695	0	0	0	1	2	3	1.000000	0.000000	42.806683	2767
0	814	1334	0	0	0	1	4	3	1.000000	0.000000	40.085285	1
0	1157	1274	0	0	0	1	2	4	1.000000	0.000000	39.479774	3646
0	675	1283	0	0	0	1	4	5	1.000000	0.000000	39.583942	5406
0	1017	1284	0	0	0	1	5	6	1.000000	0.000000	39.584850	1147
0	1316	1392	0	0	0	1	3	3	1.000000	0.000000	40.643600	247
0	252	1553	0	0	0	1	1	4	1.000000	0.000000	41.800106	419
0	890	1382	0	0	0	1	9	3	1.000000	0.000000	40.541470	189
0	1010	1321	0	0	0	1	11	0	1.000000	0.000000	39.991684	1003
0	241	1322	0	0	0	1	2	3	1.000000	0.000000	40.004307	1173
0	798	1451	0	0	0	1	4	2	1.000000	0.000000	41.089931	88
0	867	1338	0	0	0	1	7	3	1.000000	0.000000	40.119324	2797
0	1157	1350	0	0	0	1	1	5	1.000000	0.000000	40.211376	454
0	1378	1443	0	0	0	1	4	1	1.000000	0.000000	41.003426	1013
0	640	1374	0	0	0	1	5	6	1.000000	0.000000	40.481731	707
0	1324	1870	0	0	0	1	10	2	1.000000	0.000000	43.879467	158
0	687	1371	0	0	0	1	0	5	1.000000	0.000000	40.431339	126
0	1097	1378	0	0	0	1	3	1	1.000000	0.000000	40.496574	4016
0	1024	1401	0	0	0	1	3	5	1.000000	0.000000	40.688446	1510
0	1685	2133	0	0	0	1	0	5	1.000000	0.000000	45.216225	133
0	1392	1403	0	0	0	1	3	5	1.000000	0.000000	40.701305	247
0	1052	1406	0	0	0	1	1	4	1.000000	0.000000	40.723701	205
0	218	1610	0	0	0	1	4	1	1.000000	0.000000	42.265324	2644
0	1695	2460	0	0	0	1	2	4	1.000000	0.000000	46.725891	410
0	1378	1444	0	0	0	1	4	1	1.000000	0.000000	41.003426	3003
0	1010	1739	0	0	0	1	10	1	1.000000	0.000000	43.055679	1438
0	1242	1506	0	0	0	1	9	3	1.000000	0.000000	41.457970	3358
0	1322	1493	0	0	0	1	3	3	1.000000	0.000000	41.380062	311
0	1353	1548	0	0	0	1	3	4	1.000000	0.000000	41.779232	154
0	2269	2299	0	0	0	1	8	2	1.000000	0.000000	46.036942	896
0	1010	1536	0	0	0	1	11	0	1.000000	0.000000	41.683018	4923
0	1719	2860	0	0	0	1	3	4	1.000000	0.000000	48.178810	227
0	381	1491	0	0	0	1	1	3	1.000000	0.000000	41.364174	1078
0	468	1496	0	0	0	1	7	2	1.000000	0.000000	41.389626	2431
0	1321	1508	0	0	0	1	11	1	1.000000	0.000000	41.466282	1003
0	1242	1859	0	0	0	1	8	4	1.000000	0.000000	43.798794	37
0	1496	1811	0	0	0	1	8	2	1.000000	0.000000	43.529449	15
0	501	1518	0	0	0	1	5	3	1.000000	0.000000	41.538555	543
0	1274	1526	0	0	0	1	3	5	1.000000	0.000000	41.601475	736
0	941	1705	0	0	0	1	2	4	1.000000	0.000000	42.866158	500
0	1027	1562	0	0	0	1	3	6	1.000000	0.000000	41.855183	474
0	1712	1772	0	0	0	1	5	2	1.000000	0.000000	43.280697	2644
0	1338	1570	0	0	0	1	7	4	1.000000	0.000000	41.930637	2797
0	1334	1578	0	0	0	1	5	3	1.000000	0.000000	42.010162	1
0	762	1860	0	0	0	1	2	3	1.000000	0.000000	43.802086	2459
0	1772	2211	0	0	0	1	5	3	1.000000	0.000000	45.633682	2644
0	858	1606	0	0	0	1	7	6	1.000000	0.000000	42.223690	1082
0	3423	3510	0	0	0	1	14	3	1.000000	0.000000	50.191029	150
0	814	1618	0	0	0	1	4	3	1.000000	0.000000	42.298916	159
0	218	1804	0	0	0	1	4	1	1.000000	0.000000	43.483150	2834
0	1610	1712	0	0	0	1	5	1	1.000000	0.000000	42.931412	2644
0	1506	1655	0	0	0	1	9	4	1.000000	0.000000	42.593971	3358
0	2539	2635	0	0	0	1	0	5	1.000000	0.000000	47.308289	311
0	1969	2188	0	0	0	1	4	3	1.000000	0.000000	45.494686	229
0	1028	1891	0	0	0	1	4	5	1.000000	0.000000	44.012939	886
0	1570	3112	0	0	0	1	7	5	1.000000	0.000000	49.051189	1029
0	1324	1673	0	0	0	1	10	2	1.000000	0.000000	42.681484	993
0	1010	1971	0	0	0	1	11	0	1.000000	0.000000	44.414124	209
0	1274	2093	0	0	0	1	2	5	1.000000	0.000000	44.975224	916
0	1973	2267	0	0	0	1	5	7	1.000000	0.000000	45.861469	959
0	1593	1700	0	0	0	1	6	4	1.000000	0.000000	42.824051	231
0	1284	1702	0	0	0	1	6	6	1.000000	0.000000	42.827488	1147
0	1157	2197	0	0	0	1	2	4	1.000000	0.000000	45.530888	777
0	2210	5312	0	0	0	1	4	4	1.000000	0.000000	54.463711	269
0	1553	1719	0	0	0	1	2	4	1.000000	0.000000	42.942173	419
0	1705	2067	0	0	0	1	3	4	1.000000	0.000000	44.862289	500
0	2353	2564	0	0	0	1	4	3	1.000000	0.000000	47.088158	2834
0	954	1858	0	0	0	1	2	6	1.000000	0.000000	43.795792	1237
0	1536	1911	0	0	0	1	11	1	1.000000	0.000000	44.094872	3124
0	834	1743	0	0	0	1	8	3	1.000000	0.000000	43.087631	3019
0	1606	2095	0	0	0	1	8	6	1.000000	0.000000	44.980999	1082
0	1052	1751	0	0	0	1	1	4	1.000000	0.000000	43.150024	680
0	1858	1869	0	0	0	1	3	6	1.000000	0.000000	43.877979	1237
0	1518	1782	0	0	0	1	6	3	1.000000	0.000000	43.357883	543
0	1368	1805	0	0	0	1	4	5	1.000000	0.000000	43.493382	355
0	1526	2393	0	0	0	1	4	5	1.000000	0.000000	46.437614	323
0	839	2681	0	0	0	1	7	3	1.000000	0.000000	47.481976	322
0	3558	4616	0	0	0	1	10	6	1.000000	0.000000	52.918880	925
0	1859	1909	0	0	0	1	9	4	1.000000	0.000000	44.091022	37
0	1493	2210	0	0	0	1	3	4	1.000000	0.000000	45.628559	311
0	3647	3856	0	0	0	1	6	7	1.000000	0.000000	51.101707	595
0	1228	1952	0	0	0	1	2	5	1.000000	0.000000	44.327690	1371
0	1157	2283	0	0	0	1	2	4	1.000000	0.000000	45.975140	1044
0	3713	5498	0	0	0	1	6	5	1.000000	0.000000	54.776527	82
0	2177	2394	0	0	0	1	7	5	1.000000	0.000000	46.446865	189
0	811	1914	0	0	0	1	2	5	1.000000	0.000000	44.116638	1886
0	1673	1937	0	0	0	1	11	2	1.000000	0.000000	44.253838	993
0	5380	8734	0	0	0	1	6	4	1.000000	0.000000	59.015335	32
0	2040	2202	0	0	0	1	10	4	1.000000	0.000000	45.559593	15
0	1655	2459	0	0	0	1	10	4	1.000000	0.000000	46.714840	3358
0	1322	1969	0	0	0	1	3	3	1.000000	0.000000	44.411270	229
0	1641	1943	0	0	0	1	5	6	1.000000	0.000000	44.279495	3789
0	1966	3579	0	0	0	1	8	3	1.000000	0.000000	50.451923	1226
0	3235	3578	0	0	0	1	4	7	1.000000	0.000000	50.449848	49
0	1443	1999	0	0	0	1	5	1	1.000000	0.000000	44.550362	1013
0	941	2022	0	0	0	1	3	3	1.000000	0.000000	44.686020	1857
0	1470	1959	0	0	0	1	2	6	1.000000	0.000000	44.367306	1068
0	1496	1966	0	0	0	1	7	3	1.000000	0.000000	44.396675	1226
0	1140	2269	0	0	0	1	7	2	1.000000	0.000000	45.905586	896
0	1274	2787	0	0	0	1	3	4	1.000000	0.000000	47.877319	1084
0	1390	1986	0	0	0	1	4	2	1.000000	0.000000	44.471420	190
0	2022	2179	0	0	0	1	3	4	1.000000	0.000000	45.457382	1857
0	839	2304	0	0	0	1	8	2	1.000000	0.000000	46.067482	578
0	2596	8185	0	0	0	1	13	3	1.000000	0.000000	58.461967	371
0	2384	2877	0	0	0	1	2	5	1.000000	0.000000	48.256985	246
0	3424	4254	0	0	0	1	13	2	1.000000	0.000000	52.085144	993
0	2455	4195	0	0	0	1	8	2	1.000000	0.000000	51.947472	1910
0	1869	2247	0	0	0	1	4	6	1.000000	0.000000	45.795071	1237
0	1233	2662	0	0	0	1	8	2	1.000000	0.000000	47.408741	776
0	1403	2039	0	0	0	1	4	5	1.000000	0.000000	44.753826	247
0	1840	2040	0	0	0	1	9	4	1.000000	0.000000	44.754589	15
0	1406	2065	0	0	0	1	2	4	1.000000	0.000000	44.858299	205
0	1952	2116	0	0	0	1	3	5	1.000000	0.000000	45.086903	1371
0	910	2177	0	0	0	1	7	4	1.000000	0.000000	45.452801	189
0	1971	2166	0	0	0	1	11	1	1.000000	0.000000	45.382305	209
0	5532	6024	0	0	0	1	7	8	1.000000	0.000000	55.605274	41
0	3430	5373	0	0	0	1	5	7	1.000000	0.000000	54.548016	30
0	1805	2203	0	0	0	1	4	6	1.000000	0.000000	45.569057	355
0	1317	2928	0	0	0	1	4	4	1.000000	0.000000	48.431049	1397
0	1051	2053	0	0	0	1	5	5	1.000000	0.000000	44.790325	595
0	3439	3467	0	0	0	1	5	5	1.000000	0.000000	50.074127	251
0	2615	2732	0	0	0	1	11	5	1.000000	0.000000	47.645844	15
0	1870	2785	0	0	0	1	11	2	1.000000	0.000000	47.870106	158
0	2681	3429	0	0	0	1	7	4	1.000000	0.000000	49.997658	322
0	1245	2100	0	0	0	1	4	3	1.000000	0.000000	44.997742	1046
0	2093	2130	0	0	0	1	2	6	1.000000	0.000000	45.193398	916
0	4960	5181	0	0	0	1	12	7	1.000000	0.000000	54.217239	772
0	2304	2607	0	0	0	1	8	3	1.000000	0.000000	47.216648	578
0	2130	2226	0	0	0	1	2	7	1.000000	0.000000	45.693836	916
0	1382	2227	0	0	0	1	10	3	1.000000	0.000000	45.696175	189
0	1782	3153	0	0	0	1	7	3	1.000000	0.000000	49.203876	314
0	442	2801	0	0	0	1	5	3	1.000000	0.000000	47.915783	165
0	1943	2295	0	0	0	1	5	7	1.000000	0.000000	46.017773	2876
0	2438	3064	0	0	0	1	3	4	1.000000	0.000000	48.870152	853
0	2732	3761	0	0	0	1	11	6	1.000000	0.000000	50.875553	15
0	2179	2260	0	0	0	1	3	5	1.000000	0.000000	45.833965	1857
0	1451	2285	0	0	0	1	5	2	1.000000	0.000000	45.977489	88
0	2226	2603	0	0	0	1	3	7	1.000000	0.000000	47.197273	916
0	3517	3688	0	0	0	1	2	8	1.000000	0.000000	50.707523	282
0	1242	2301	0	0	0	1	9	3	1.000000	0.000000	46.044857	207
0	990	2617	0	0	0	1	5	7	1.000000	0.000000	47.248020	139
0	1328	2310	0	0	0	1	1	7	1.000000	0.000000	46.094818	455
0	2053	3308	0	0	0	1	5	6	1.000000	0.000000	49.653225	595
0	1911	2315	0	0	0	1	11	2	1.000000	0.000000	46.116104	3124
0	2315	2317	0	0	0	1	11	3	1.000000	0.000000	46.118690	1894
0	1140	2455	0	0	0	1	7	2	1.000000	0.000000	46.698093	2703
0	2635	2739	0	0	0	1	1	5	1.000000	0.000000	47.674118	311
0	1937	3424	0	0	0	1	12	2	1.000000	0.000000	49.979214	993
0	1804	2353	0	0	0	1	4	2	1.000000	0.000000	46.232773	2834
0	1163	2369	0	0	0	1	1	4	1.000000	0.000000	46.317390	1031
0	815	2356	0	0	0	1	1	5	1.000000	0.000000	46.239880	252
0	2369	2384	0	0	0	1	1	5	1.000000	0.000000	46.384247	1031
0	1368	2401	0	0	0	1	5	4	1.000000	0.000000	46.475853	1076
0	2617	2866	0	0	0	1	6	7	1.000000	0.000000	48.199673	41
0	2617	3584	0	0	0	1	6	7	1.000000	0.000000	50.473545	98
0	3153	3581	0	0	0	1	8	3	1.000000	0.000000	50.463898	314
0	252	4128	0	0	0	1	0	5	1.000000	0.000000	51.785961	303
0	2116	2457	0	0	0	1	4	5	1.000000	0.000000	46.703175	1371
0	252	2464	0	0	0	1	1	4	1.000000	0.000000	46.746056	16
0	1444	2965	0	0	0	1	5	1	1.000000	0.000000	48.530365	708
0	4508	5161	0	0	0	1	10	5	1.000000	0.000000	54.164032	2
0	1570	2909	0	0	0	1	8	4	1.000000	0.000000	48.339828	146
0	2457	2503	0	0	0	1	5	5	1.000000	0.000000	46.895477	233
0	3299	3354	0	0	0	1	6	10	1.000000	0.000000	49.768810	2226
0	1368	2519	0	0	0	1	4	5	1.000000	0.000000	46.939495	1423
0	2285	2527	0	0	0	1	5	3	1.000000	0.000000	46.957260	88
0	2519	2530	0	0	0	1	5	5	1.000000	0.000000	46.963711	1423
0	381	2539	0	0	0	1	0	4	1.000000	0.000000	47.010040	311
0	3073	4076	0	0	0	1	5	5	1.000000	0.000000	51.643101	104
0	3736	5533	0	0	0	1	11	5	1.000000	0.000000	54.855022	219
0	2188	2566	0	0	0	1	4	4	1.000000	0.000000	47.094051	229
0	1743	2568	0	0	0	1	9	3	1.000000	0.000000	47.096237	33
0	1743	4070	0	0	0	1	9	3	1.000000	0.000000	51.628170	1018
0	1444	3294	0	0	0	1	5	1	1.000000	0.000000	49.620518	115
0	1560	4159	0	0	0	1	3	5	1.000000	0.000000	51.860889	503
0	2317	2596	0	0	0	1	12	3	1.000000	0.000000	47.189854	1894
0	2315	2879	0	0	0	1	11	3	1.000000	0.000000	48.258415	1230
0	2438	3018	0	0	0	1	3	4	1.000000	0.000000	48.691307	945
0	2202	2615	0	0	0	1	10	5	1.000000	0.000000	47.241608	15
0	1860	3650	0	0	0	1	2	4	1.000000	0.000000	50.637466	2401
0	2460	2621	0	0	0	1	2	5	1.000000	0.000000	47.253277	410
0	2203	2623	0	0	0	1	5	6	1.000000	0.000000	47.259865	355
0	2067	2625	0	0	0	1	3	5	1.000000	0.000000	47.262199	500
0	1743	2636	0	0	0	1	8	4	1.000000	0.000000	47.312176	1666
0	2621	3622	0	0	0	1	3	6	1.000000	0.000000	50.571247	151
0	3352	3778	0	0	0	1	5	5	1.000000	0.000000	50.911991	1397
0	2299	5009	0	0	0	1	9	2	1.000000	0.000000	53.804565	44
0	1562	2699	0	0	0	1	4	6	1.000000	0.000000	47.549450	474
0	2636	3226	0	0	0	1	9	4	1.000000	0.000000	49.419437	160
0	2936	3081	0	0	0	1	4	4	1.000000	0.000000	48.928562	292
0	2438	3752	0	0	0	1	4	3	1.000000	0.000000	50.861507	235
0	2564	3207	0	0	0	1	4	4	1.000000	0.000000	49.345840	2834
0	1444	2718	0	0	0	1	5	1	1.000000	0.000000	47.597584	2180
0	2786	2832	0	0	0	1	9	4	1.000000	0.000000	48.046528	578
0	839	3230	0	0	0	1	7	3	1.000000	0.000000	49.437328	79
0	3354	3574	0	0	0	1	6	11	1.000000	0.000000	50.434589	130
0	2607	2786	0	0	0	1	9	3	1.000000	0.000000	47.870434	578
0	1491	3114	0	0	0	1	2	3	1.000000	0.000000	49.071083	1008
0	2283	3954	0	0	0	1	2	5	1.000000	0.000000	51.350498	667
0	2100	3474	0	0	0	1	4	5	1.000000	0.000000	50.084457	82
0	1037	5600	0	0	0	1	6	3	1.000000	0.000000	54.970379	414
0	1618	2818	0	0	0	1	4	4	1.000000	0.000000	47.986362	159
0	2356	3248	0	0	0	1	2	6	1.000000	0.000000	49.512920	252
0	2100	2836	0	0	0	1	5	3	1.000000	0.000000	48.074196	802
0	3578	3631	0	0	0	1	4	8	1.000000	0.000000	50.592644	49
0	4360	4430	0	0	0	1	6	3	1.000000	0.000000	52.496387	61
0	2295	2857	0	0	0	1	5	8	1.000000	0.000000	48.147266	2876
0	1317	3927	0	0	0	1	5	3	1.000000	0.000000	51.268047	313
0	3167	3362	0	0	0	1	6	7	1.000000	0.000000	49.788586	467
0	1274	2891	0	0	0	1	2	5	1.000000	0.000000	48.273731	178
0	2210	4259	0	0	0	1	4	4	1.000000	0.000000	52.098389	18
0	1245	2936	0	0	0	1	4	3	1.000000	0.000000	48.444206	292
0	2785	2938	0	0	0	1	11	3	1.000000	0.000000	48.445599	158
0	3101	3442	0	0	0	1	6	5	1.000000	0.000000	50.019398	229
0	2860	3411	0	0	0	1	3	5	1.000000	0.000000	49.937191	227
0	1891	3136	0	0	0	1	4	6	1.000000	0.000000	49.127369	886
0	2938	3658	0	0	0	1	11	4	1.000000	0.000000	50.648899	158
0	1999	4763	0	0	0	1	5	2	1.000000	0.000000	53.262611	470
0	4977	9349	0	0	0	1	10	5	1.000000	0.000000	59.719955	434
0	3965	4450	0	0	0	1	6	6	1.000000	0.000000	52.532391	136
0	1959	2993	0	0	0	1	3	6	1.000000	0.000000	48.611729	1019
0	3527	3952	0	0	0	1	5	4	1.000000	0.000000	51.331310	24
0	1959	3235	0	0	0	1	2	7	1.000000	0.000000	49.459156	49
0	1508	3108	0	0	0	1	11	2	1.000000	0.000000	49.027760	1003
0	2310	3050	0	0	0	1	1	8	1.000000	0.000000	48.831268	173
0	1328	3056	0	0	0	1	1	7	1.000000	0.000000	48.837784	1151
0	2836	3084	0	0	0	1	6	3	1.000000	0.000000	48.934441	802
0	1157	3066	0	0	0	1	2	4	1.000000	0.000000	48.880829	646
0	1368	3073	0	0	0	1	4	5	1.000000	0.000000	48.901016	660
