Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Methylations	Demethylations	Drivers	VarMethylations	VarDemethylations	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
35.000305	422	4450	4029	0	2.639810	3.182464	0.000000	3.775476	2.812676	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	134	134	1	1	1	320	1	818	422	0	0	0	0	0	0	0	0	0	0
36.000313	523	4954	4432	0	2.741874	3.244742	0.000000	4.298571	2.261326	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	155	155	1	1	1	362	1	904	523	0	0	0	0	0	0	0	0	0	0
37.000320	521	5435	4915	0	2.777351	3.403071	0.000000	4.299754	2.236767	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	180	180	1	1	1	404	1	999	521	0	0	0	0	0	0	0	0	0	0
38.000351	516	5942	5427	0	2.963178	3.408915	0.000000	4.709884	2.493643	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	194	194	1	1	1	445	1	1110	516	0	0	0	0	0	0	0	0	0	0
39.000351	592	6504	5913	0	3.207770	3.393581	0.005068	5.070013	2.350162	0.005042	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	200	200	2	1	1	486	2	1220	589	3	0	0	0	0	0	0	0	0	0
40.000362	617	7067	6451	0	3.435981	3.457050	0.001621	5.318835	2.377816	0.001618	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	215	215	2	1	1	517	2	1322	616	1	0	0	0	0	0	0	0	0	0
41.000362	667	7705	7039	0	3.577211	3.389805	0.001499	6.453933	2.372791	0.001497	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	241	241	2	1	1	560	2	1442	666	1	0	0	0	0	0	0	0	0	0
42.000366	788	8471	7684	0	3.758883	3.394670	0.001269	7.274346	2.434336	0.001267	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	271	271	2	1	1	622	2	1576	787	1	0	0	0	0	0	0	0	0	0
43.000370	896	9331	8436	0	3.896205	3.546875	0.003348	7.166687	2.578160	0.003337	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	323	323	2	1	1	697	2	1727	893	3	0	0	0	0	0	0	0	0	0
44.000385	954	10239	9286	0	3.875262	3.665618	0.003145	7.084027	2.560094	0.003135	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	342	342	2	1	1	747	2	1888	951	3	0	0	0	0	0	0	0	0	0
45.000412	1062	11224	10163	0	4.080038	3.782486	0.003766	7.774198	2.648547	0.003752	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	412	412	2	1	1	857	2	2102	1058	4	0	0	0	0	0	0	0	0	0
46.000423	1192	12383	11192	0	4.272651	3.796980	0.004195	8.095966	2.594691	0.004177	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	426	426	2	1	1	920	2	2291	1187	5	0	0	0	0	0	0	0	0	0
47.000423	1304	13605	12302	0	4.416411	3.867331	0.001534	8.624918	2.579790	0.001531	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	488	488	3	1	1	1039	3	2537	1302	2	0	0	0	0	0	0	0	0	0
48.000427	1471	15004	13534	0	4.787220	3.829368	0.002719	9.286476	2.509971	0.002712	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	538	538	3	1	1	1147	3	2824	1467	4	0	0	0	0	0	0	0	0	0
49.000439	1693	16551	14859	0	4.844064	3.974011	0.000591	9.355492	2.689228	0.000590	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	588	588	2	1	1	1263	3	3104	1692	1	0	0	0	0	0	0	0	0	0
50.000446	1824	18291	16468	0	4.947917	4.109649	0.000000	9.744518	2.775255	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	647	647	1	1	1	1404	3	3431	1824	0	0	0	0	0	0	0	0	0	0
51.000450	2034	20186	18153	0	5.011799	4.235497	0.000000	9.732376	2.970601	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	739	739	1	1	1	1565	3	3823	2034	0	0	0	0	0	0	0	0	0	0
52.000450	2196	22280	20085	0	5.153006	4.331057	0.000000	9.960200	2.904497	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	763	763	1	1	1	1678	3	4218	2196	0	0	0	0	0	0	0	0	0	0
53.000454	2496	24679	22184	0	5.321715	4.362981	0.000000	10.329592	2.968410	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	853	853	1	1	1	1848	3	4653	2496	0	0	0	0	0	0	0	0	0	0
54.000458	2588	27091	24504	0	5.467156	4.454019	0.000000	10.442869	3.097179	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	908	908	1	1	1	2017	3	5105	2588	0	0	0	0	0	0	0	0	0	0
55.000465	2945	29838	26894	0	5.537861	4.643803	0.000000	10.529054	3.444262	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1048	1048	1	1	1	2240	3	5622	2945	0	0	0	0	0	0	0	0	0	0
56.000465	3419	33160	29742	0	5.605732	4.770693	0.000000	10.131780	3.816961	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1245	1245	1	1	1	2566	3	6295	3419	0	0	0	0	0	0	0	0	0	0
57.000465	3760	36614	32855	0	5.653989	4.887500	0.000000	10.182132	4.081237	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1365	1365	1	1	1	2816	3	6983	3760	0	0	0	0	0	0	0	0	0	0
58.000473	4229	40696	36468	0	5.803027	5.004966	0.000000	10.449005	4.262213	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1535	1535	1	1	1	3144	3	7789	4229	0	0	0	0	0	0	0	0	0	0
59.000492	4709	45238	40530	0	5.985559	5.083882	0.000000	10.616452	4.183872	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1749	1749	1	1	1	3553	3	8719	4709	0	0	0	0	0	0	0	0	0	0
60.000500	5251	50207	44957	0	6.149686	5.152352	0.000000	10.798014	4.413723	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1854	1854	1	1	1	3831	3	9635	5251	0	0	0	0	0	0	0	0	0	0
61.000515	5771	55663	49893	0	6.382603	5.212441	0.000000	11.095302	4.687493	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2026	2026	1	1	1	4224	3	10639	5771	0	0	0	0	0	0	0	0	0	0
62.000538	6245	61644	55400	0	6.419215	5.414892	0.000000	10.966311	5.114485	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2190	2190	1	1	1	4628	3	11747	6245	0	0	0	0	0	0	0	0	0	0
63.000538	6793	68084	61292	0	6.508023	5.525836	0.000000	11.169408	5.491789	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2448	2448	1	1	1	5152	3	12977	6793	0	0	0	0	0	0	0	0	0	0
64.000542	7339	75013	67675	0	6.564109	5.635509	0.000000	11.605996	5.546261	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2639	2639	1	1	1	5649	3	14264	7339	0	0	0	0	0	0	0	0	0	0
65.000542	7937	82487	74551	0	6.703793	5.750914	0.000000	11.797955	5.687118	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2904	2904	1	1	1	6223	3	15686	7937	0	0	0	0	0	0	0	0	0	0
66.000542	8722	90738	82017	0	6.840289	5.869296	0.000000	11.438471	5.792308	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3150	3150	1	1	1	6817	3	17246	8722	0	0	0	0	0	0	0	0	0	0
67.000557	9598	100036	90439	0	6.888206	6.003959	0.000000	11.107400	5.758477	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3479	3479	1	1	1	7549	3	19053	9598	0	0	0	0	0	0	0	0	0	0
68.000557	10557	110133	99577	0	6.996685	6.127120	0.000000	11.439107	5.944005	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3729	3729	1	1	1	8202	3	20974	10557	0	0	0	0	0	0	0	0	0	0
69.000565	11714	121227	109514	0	7.153406	6.161089	0.000000	11.806995	5.780515	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4155	4155	1	1	1	9062	3	23145	11714	0	0	0	0	0	0	0	0	0	0
70.000572	12831	133312	120482	0	7.286338	6.236459	0.000078	11.835265	5.660969	0.000078	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4578	4578	2	1	1	9975	3	25486	12830	1	0	0	0	0	0	0	0	0	0
71.000572	14078	146692	132615	0	7.384287	6.293223	0.000000	12.068031	5.649390	0.000000	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5092	5092	1	1	1	11030	3	28086	14078	0	0	0	0	0	0	0	0	0	0
72.000572	15410	161399	145990	0	7.452174	6.405062	0.000130	12.387587	5.679795	0.000130	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5468	5468	2	1	1	11988	3	30802	15408	2	0	0	0	0	0	0	0	0	0
73.000580	17086	177818	160733	0	7.537692	6.478462	0.000117	12.610971	5.835927	0.000117	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6029	6029	2	1	1	13204	3	33897	17084	2	0	0	0	0	0	0	0	0	0
74.000595	18947	196154	177208	0	7.611548	6.577031	0.000211	13.032554	5.961644	0.000211	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6688	6688	2	1	1	14594	3	37372	18943	4	0	0	0	0	0	0	0	0	0
75.000618	20464	215747	195284	0	7.760408	6.685545	0.000244	13.034592	5.994199	0.000244	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7213	7213	3	1	1	15954	3	41056	20459	5	0	0	0	0	0	0	0	0	0
76.000618	22509	237520	215012	0	7.873917	6.796748	0.000311	13.027736	6.066326	0.000311	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7935	7935	2	1	1	17558	3	45154	22502	7	0	0	0	0	0	0	0	0	0
77.000626	24573	260864	236292	0	7.989908	6.894722	0.000203	13.348288	6.141752	0.000203	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8747	8747	2	1	1	19317	3	49689	24568	5	0	0	0	0	0	0	0	0	0
78.000633	26378	286175	259798	0	8.064524	7.011828	0.000644	13.484729	6.297303	0.000644	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9488	9488	2	1	1	21109	3	54517	26361	17	0	0	0	0	0	0	0	0	0
79.000633	28838	313814	284977	0	8.157743	7.102643	0.000520	13.412899	6.444084	0.000520	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	10357	10357	4	1	1	23123	5	59747	28823	15	0	0	0	0	0	0	0	0	0
80.000633	30854	343233	312380	0	8.201530	7.187042	0.000745	13.356915	6.436254	0.000745	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	11098	11098	4	1	1	25079	5	65277	30831	23	0	0	0	0	0	0	0	0	0
81.000648	33194	375171	341978	0	8.303157	7.276857	0.001024	13.501019	6.730798	0.001023	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	11945	11945	4	1	1	27303	5	71304	33160	34	0	0	0	0	0	0	0	0	0
82.000664	35583	409123	373541	0	8.398027	7.378973	0.001377	13.714154	6.891175	0.001375	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	12828	12828	3	1	1	29632	5	77689	35534	49	0	0	0	0	0	0	0	0	0
83.000664	37995	445927	407933	0	8.509620	7.475536	0.001711	13.633321	7.087202	0.001708	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	13864	13864	3	1	1	32302	5	84817	37930	65	0	0	0	0	0	0	0	0	0
84.000671	41166	485930	444765	0	8.617039	7.524486	0.001530	13.994307	7.088834	0.001528	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	14948	14948	3	1	1	35106	5	92386	41103	63	0	0	0	0	0	0	0	0	0
85.000687	43768	528190	484423	0	8.715180	7.635921	0.001279	14.217699	7.273578	0.001278	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	15836	15836	3	1	1	37868	5	100355	43712	56	0	0	0	0	0	0	0	0	0
86.000694	46242	572725	526484	0	8.872043	7.722395	0.001449	14.397639	7.435808	0.001447	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	16814	16814	3	1	1	40851	5	108830	46175	67	0	0	0	0	0	0	0	0	0
87.000702	49273	620417	571145	0	8.947476	7.798186	0.000913	14.392640	7.515354	0.000912	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	17782	17782	3	1	1	43982	5	117742	49228	45	0	0	0	0	0	0	0	0	0
88.000725	51959	670655	618697	0	9.065705	7.865933	0.000905	14.483844	7.588891	0.000904	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	18924	18924	5	1	1	47382	5	127356	51912	47	0	0	0	0	0	0	0	0	0
89.000748	55454	724860	669407	0	9.119829	7.968100	0.000848	14.371708	7.595780	0.000847	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	20277	20277	4	1	1	51183	5	137838	55407	47	0	0	0	0	0	0	0	0	0
90.000748	58896	781844	722949	0	9.230253	8.068579	0.000713	14.333963	7.705157	0.000713	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	21376	21376	5	1	1	54847	5	148577	58854	42	0	0	0	0	0	0	0	0	0
91.000748	62387	843046	780660	0	9.316108	8.132784	0.000801	14.389288	7.812440	0.000801	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	22987	22987	4	1	1	59228	5	160381	62337	50	0	0	0	0	0	0	0	0	0
92.000755	65722	907337	841616	0	9.430084	8.225602	0.001065	14.516840	7.890608	0.001064	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	24112	24112	5	1	1	63317	5	172533	65652	70	0	0	0	0	0	0	0	0	0
93.000755	69288	975184	905897	0	9.550153	8.329711	0.001039	14.777342	8.173620	0.001038	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	25543	25543	5	1	1	67862	6	185529	69216	72	0	0	0	0	0	0	0	0	0
94.000755	72773	1046321	973549	0	9.636404	8.425103	0.000948	14.587014	8.240529	0.000947	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	26896	26896	5	1	1	72563	6	199042	72704	69	0	0	0	0	0	0	0	0	0
95.000771	75661	1120361	1044701	0	9.715679	8.548235	0.000938	14.599237	8.295089	0.000937	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	28164	28164	3	1	1	77317	6	213197	75590	71	0	0	0	0	0	0	0	0	0
96.000771	79041	1198205	1119165	0	9.812123	8.610898	0.001177	14.619095	8.486506	0.001175	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	29471	29471	4	1	1	82387	6	228050	78948	93	0	0	0	0	0	0	0	0	0
97.000771	82535	1279434	1196900	0	9.906427	8.707978	0.001187	14.725624	8.499064	0.001186	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	30725	30725	4	1	1	87595	6	243670	82437	98	0	0	0	0	0	0	0	0	0
98.000778	85929	1364093	1278165	0	10.053102	8.808854	0.001268	14.857743	8.606189	0.001267	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	32152	32152	5	1	1	93147	6	259986	85820	109	0	0	0	0	0	0	0	0	0
99.000801	88928	1451213	1362286	0	10.149323	8.909759	0.001473	14.998496	8.814344	0.001471	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	33378	33378	5	1	1	98714	6	276614	88797	131	0	0	0	0	0	0	0	0	0
100.000801	91967	1541472	1449506	0	10.246621	9.020040	0.001283	15.126912	8.888773	0.001281	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	34466	34466	6	1	1	104262	7	293689	91849	118	0	0	0	0	0	0	0	0	0
101.000816	94810	1635407	1540598	0	10.362620	9.110357	0.000897	15.222223	8.961679	0.000896	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	35525	35525	6	1	1	110026	7	311430	94725	85	0	0	0	0	0	0	0	0	0
102.000824	97608	1731081	1633474	0	10.448642	9.217328	0.000830	15.297300	9.044820	0.000829	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	36491	36491	6	1	1	115738	8	329507	97527	81	0	0	0	0	0	0	0	0	0
102.935829	100000	1823601	1723602	0	10.556040	9.293800	0.000610	15.317577	9.213286	0.000610	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	37491	37491	7	1	1	121476	8	347196	99939	61	0	0	0	0	0	0	0	0	0
