Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	Methylations	Demethylations	BirthRate	MigrationRate	OriginTime	Descendants
0	2385	2452	0	0	0	1	38	36	1.000000	0.000013	15.961525	124
0	2453	2456	0	0	0	1	27	27	1.000000	0.000013	15.964447	673
0	2418	2479	0	0	0	1	40	37	1.000000	0.000013	16.055733	826
0	2373	2463	0	0	0	1	36	26	1.000000	0.000013	15.999217	66
0	2452	2589	0	0	0	1	38	37	1.000000	0.000013	16.600666	124
0	2562	2577	0	0	0	1	26	36	1.000000	0.000013	16.526270	1429
0	2263	2487	0	0	0	1	24	35	1.000000	0.000013	16.121244	175
0	2440	2490	0	0	0	1	42	37	1.000000	0.000013	16.137432	167
0	2456	2499	0	0	0	1	27	28	1.000000	0.000013	16.175617	673
0	2451	2505	0	0	0	1	39	36	1.000000	0.000013	16.210497	1894
0	2773	2855	0	0	0	1	42	38	1.000000	0.000013	17.684307	3146
0	1897	2514	0	0	0	1	25	34	1.000000	0.000013	16.237722	1429
0	2726	2742	0	0	0	1	43	41	1.000000	0.000013	17.284317	12
0	2490	2519	0	0	0	1	43	40	1.000000	0.000013	16.289715	167
0	2123	2718	0	0	0	1	38	34	1.000000	0.000013	17.141695	2284
0	2479	2552	0	0	0	1	41	38	1.000000	0.000013	16.421225	826
0	2409	2531	0	0	0	1	40	39	1.000000	0.000013	16.362612	12
0	2711	2818	0	0	0	1	30	31	1.000000	0.000013	17.562292	673
0	2403	2537	0	0	0	1	30	39	1.000000	0.000013	16.379124	319
0	2471	2645	0	0	0	1	29	46	1.000000	0.000013	16.790516	174
0	2552	2565	0	0	0	1	42	40	1.000000	0.000013	16.492229	826
0	2354	2573	0	0	0	1	30	23	1.000000	0.000013	16.507732	68
0	2481	2773	0	0	0	1	40	37	1.000000	0.000013	17.407902	3146
0	2577	2591	0	0	0	1	27	38	1.000000	0.000013	16.606628	1409
0	2573	2605	0	0	0	1	31	23	1.000000	0.000013	16.641108	68
0	3115	3147	0	0	0	1	53	41	1.000000	0.000013	18.957615	826
0	2670	2687	0	0	0	1	38	30	1.000000	0.000013	16.943499	66
0	2589	2656	0	0	0	1	38	40	1.000000	0.000013	16.821016	124
0	2577	2592	0	0	0	1	28	38	1.000000	0.000013	16.606628	20
0	2463	2667	0	0	0	1	37	29	1.000000	0.000013	16.855450	66
0	2520	2602	0	0	0	1	38	30	1.000000	0.000013	16.624216	1038
0	2591	2678	0	0	0	1	27	40	1.000000	0.000013	16.895536	1409
0	3259	3353	0	0	0	1	41	40	1.000000	0.000013	19.811199	961
0	3144	3318	0	0	0	1	33	42	1.000000	0.000013	19.627016	90
0	2784	2878	0	0	0	1	46	40	1.000000	0.000013	17.827375	826
0	2855	2871	0	0	0	1	44	40	1.000000	0.000013	17.787418	3146
0	2505	2655	0	0	0	1	40	36	1.000000	0.000013	16.820621	1894
0	2667	2670	0	0	0	1	38	29	1.000000	0.000013	16.861473	66
0	2499	2711	0	0	0	1	27	30	1.000000	0.000013	17.063723	673
0	2395	2675	0	0	0	1	40	31	1.000000	0.000013	16.894096	400
0	2645	2677	0	0	0	1	30	47	1.000000	0.000013	16.894619	174
0	2873	2986	0	0	0	1	45	42	1.000000	0.000013	18.295313	3146
0	2592	2752	0	0	0	1	29	41	1.000000	0.000013	17.320066	14
0	2803	2876	0	0	0	1	30	45	1.000000	0.000013	17.821697	6
0	2519	2715	0	0	0	1	44	41	1.000000	0.000013	17.100094	167
0	2565	2784	0	0	0	1	43	40	1.000000	0.000013	17.467121	826
0	2675	2724	0	0	0	1	41	33	1.000000	0.000013	17.147255	400
0	2531	2726	0	0	0	1	43	40	1.000000	0.000013	17.148819	12
0	2955	3115	0	0	0	1	52	40	1.000000	0.000013	18.860140	826
0	2592	2753	0	0	0	1	28	42	1.000000	0.000013	17.320066	6
0	2753	2759	0	0	0	1	28	43	1.000000	0.000013	17.344374	6
0	2677	2761	0	0	0	1	31	50	1.000000	0.000013	17.351063	174
0	2818	2859	0	0	0	1	31	34	1.000000	0.000013	17.704439	673
0	2687	2771	0	0	0	1	38	31	1.000000	0.000013	17.387356	66
0	2752	2778	0	0	0	1	31	42	1.000000	0.000013	17.431866	14
0	2729	2783	0	0	0	1	28	37	1.000000	0.000013	17.446632	175
0	2942	2944	0	0	0	1	36	37	1.000000	0.000013	18.089617	961
0	2950	2958	0	0	0	1	33	32	1.000000	0.000013	18.110186	68
0	2859	2905	0	0	0	1	32	35	1.000000	0.000013	17.952980	673
0	2980	3033	0	0	0	1	32	55	1.000000	0.000013	18.484142	174
0	2759	2803	0	0	0	1	30	44	1.000000	0.000013	17.528458	6
0	2778	2807	0	0	0	1	31	44	1.000000	0.000013	17.531754	14
0	2904	2920	0	0	0	1	44	36	1.000000	0.000013	17.981972	400
0	2746	2942	0	0	0	1	36	36	1.000000	0.000013	18.074036	961
0	2602	2824	0	0	0	1	40	31	1.000000	0.000013	17.602417	1038
0	2783	2828	0	0	0	1	30	37	1.000000	0.000013	17.624195	175
0	2807	2974	0	0	0	1	33	49	1.000000	0.000013	18.241289	14
0	2718	2870	0	0	0	1	41	36	1.000000	0.000013	17.776989	2284
0	2871	2873	0	0	0	1	44	41	1.000000	0.000013	17.799297	3146
0	3542	3582	0	0	0	1	44	42	1.000000	0.000013	20.608137	961
0	2756	2901	0	0	0	1	32	26	1.000000	0.000013	17.946148	68
0	2724	2904	0	0	0	1	42	33	1.000000	0.000013	17.952236	400
0	2715	3015	0	0	0	1	47	43	1.000000	0.000013	18.411854	167
0	2585	2914	0	0	0	1	30	43	1.000000	0.000013	17.974607	319
0	2761	2916	0	0	0	1	31	52	1.000000	0.000013	17.977385	174
0	3079	3278	0	0	0	1	34	57	1.000000	0.000013	19.511137	174
0	2901	2950	0	0	0	1	32	29	1.000000	0.000013	18.094702	68
0	2920	2949	0	0	0	1	46	37	1.000000	0.000013	18.090853	400
0	2878	2955	0	0	0	1	47	40	1.000000	0.000013	18.104086	826
0	3182	3280	0	0	0	1	43	39	1.000000	0.000013	19.512377	66
0	2824	2971	0	0	0	1	41	31	1.000000	0.000013	18.207970	1038
0	2916	2980	0	0	0	1	31	55	1.000000	0.000013	18.275953	174
0	3014	3334	0	0	0	1	33	39	1.000000	0.000013	19.732946	673
0	2974	2998	0	0	0	1	34	50	1.000000	0.000013	18.356653	14
0	2870	3098	0	0	0	1	41	37	1.000000	0.000013	18.809196	2284
0	3098	3153	0	0	0	1	42	41	1.000000	0.000013	18.995667	266
0	2905	3014	0	0	0	1	32	37	1.000000	0.000013	18.399570	673
0	3216	3262	0	0	0	1	50	39	1.000000	0.000013	19.395494	400
0	2882	3025	0	0	0	1	40	35	1.000000	0.000013	18.452660	66
0	2876	3030	0	0	0	1	31	46	1.000000	0.000013	18.480307	6
0	2655	3057	0	0	0	1	41	37	1.000000	0.000013	18.611395	1894
0	2884	3042	0	0	0	1	32	40	1.000000	0.000013	18.509853	175
0	2949	3050	0	0	0	1	47	38	1.000000	0.000013	18.553038	400
0	3112	3125	0	0	0	1	45	44	1.000000	0.000013	18.889399	12
0	2986	3157	0	0	0	1	45	44	1.000000	0.000013	19.003765	3146
0	3212	3392	0	0	0	1	44	42	1.000000	0.000013	19.992472	2018
0	3033	3076	0	0	0	1	33	55	1.000000	0.000013	18.704849	174
0	3076	3079	0	0	0	1	34	56	1.000000	0.000013	18.712271	174
0	3042	3143	0	0	0	1	33	40	1.000000	0.000013	18.940636	85
0	3050	3216	0	0	0	1	48	39	1.000000	0.000013	19.215279	400
0	2742	3112	0	0	0	1	43	43	1.000000	0.000013	18.850245	12
0	3923	4018	0	0	0	1	46	41	1.000000	0.000013	21.630903	1032
0	3025	3124	0	0	0	1	41	36	1.000000	0.000013	18.879007	66
0	3030	3229	0	0	0	1	31	47	1.000000	0.000013	19.277657	6
0	3288	3292	0	0	0	1	56	43	1.000000	0.000013	19.545649	490
0	2944	3259	0	0	0	1	39	39	1.000000	0.000013	19.372665	961
0	3042	3144	0	0	0	1	32	41	1.000000	0.000013	18.940636	90
0	3857	4125	0	0	0	1	44	48	1.000000	0.000013	21.915730	124
0	3098	3154	0	0	0	1	43	38	1.000000	0.000013	18.995667	2018
0	3019	3156	0	0	0	1	35	36	1.000000	0.000013	19.001654	68
0	4876	4914	0	0	0	1	53	48	1.000000	0.000013	23.619474	585
0	3154	3212	0	0	0	1	43	39	1.000000	0.000013	19.181923	2018
0	3124	3182	0	0	0	1	43	37	1.000000	0.000013	19.058483	66
0	3945	4438	0	0	0	1	61	51	1.000000	0.000013	22.541206	336
0	2971	3199	0	0	0	1	43	32	1.000000	0.000013	19.121565	1038
0	4415	4671	0	0	0	1	59	52	1.000000	0.000013	23.096334	1084
0	3153	3232	0	0	0	1	45	44	1.000000	0.000013	19.281864	266
0	2656	3245	0	0	0	1	38	42	1.000000	0.000013	19.333075	124
0	3356	3359	0	0	0	1	36	40	1.000000	0.000013	19.843777	673
0	2998	3271	0	0	0	1	35	51	1.000000	0.000013	19.460873	14
0	3262	3274	0	0	0	1	51	40	1.000000	0.000013	19.489828	400
0	3015	3375	0	0	0	1	47	45	1.000000	0.000013	19.906700	167
0	2914	3332	0	0	0	1	31	44	1.000000	0.000013	19.729897	319
0	3147	3288	0	0	0	1	54	42	1.000000	0.000013	19.521000	826
0	3288	3293	0	0	0	1	55	44	1.000000	0.000013	19.545649	336
0	3278	3357	0	0	0	1	34	58	1.000000	0.000013	19.837889	174
0	3057	3304	0	0	0	1	43	38	1.000000	0.000013	19.578802	1894
0	3293	3306	0	0	0	1	56	44	1.000000	0.000013	19.584900	336
0	3271	3329	0	0	0	1	36	54	1.000000	0.000013	19.701469	14
0	3318	3336	0	0	0	1	35	45	1.000000	0.000013	19.752516	90
0	3728	3752	0	0	0	1	43	37	1.000000	0.000013	21.087866	1032
0	2678	3349	0	0	0	1	27	41	1.000000	0.000013	19.788176	1409
0	3334	3356	0	0	0	1	34	39	1.000000	0.000013	19.834972	673
0	3125	3372	0	0	0	1	45	45	1.000000	0.000013	19.898272	12
0	3622	3627	0	0	0	1	48	46	1.000000	0.000013	20.783886	12
0	3779	3857	0	0	0	1	44	46	1.000000	0.000013	21.301600	124
0	3372	3415	0	0	0	1	45	46	1.000000	0.000013	20.121656	12
0	3329	3418	0	0	0	1	37	55	1.000000	0.000013	20.129026	14
0	3232	3419	0	0	0	1	46	45	1.000000	0.000013	20.129335	266
0	3392	3430	0	0	0	1	48	43	1.000000	0.000013	20.167257	2018
0	3306	3447	0	0	0	1	56	46	1.000000	0.000013	20.244907	336
0	3544	3870	0	0	0	1	57	47	1.000000	0.000013	21.339615	490
0	3775	3798	0	0	0	1	51	48	1.000000	0.000013	21.170347	1084
0	4125	4253	0	0	0	1	44	49	1.000000	0.000013	22.168344	124
0	3357	3483	0	0	0	1	37	59	1.000000	0.000013	20.382349	174
0	3349	3494	0	0	0	1	28	42	1.000000	0.000013	20.414919	1409
0	3379	3498	0	0	0	1	36	47	1.000000	0.000013	20.432976	90
0	3375	3509	0	0	0	1	47	46	1.000000	0.000013	20.444960	167
0	3418	3511	0	0	0	1	38	57	1.000000	0.000013	20.446918	14
0	3292	3544	0	0	0	1	57	45	1.000000	0.000013	20.529089	490
0	3555	3945	0	0	0	1	59	50	1.000000	0.000013	21.472605	336
