Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	Methylations	Demethylations	BirthRate	MigrationRate	OriginTime	Descendants
13755	0	0	0	0	0	1	0	0	1.000000	0.000013	0.000000	13756
1	0	3	3	1	0	0	1	2	1.000000	0.000013	50.619259	1
